"SETTLEMENT","MUNICIPALITY","PROVINCE","POSTAL_CODE","EKATTE_ID"
"Панайот Волово","Шумен","Шумен","9802","55316"
"Панайот Хитово","Омуртаг","Търговище","7929","55327"
"Панаретовци","Сливен","Сливен","8867","55333"
"Паницово","Несебър","Бургас","8254","55350"
"Паничарево","Бобов дол","Кюстендил","2685","55364"
"Паничерево","Гурково","Стара Загора","6172","22767"
"Паничери","Хисаря","Пловдив","4179","55378"
"Паничино","Омуртаг","Търговище","7928","55381"
"Паничище","Сапарева баня","Кюстендил","2650","59358"
"Паничково","Челноочене","Кърджали","6723","#N/A"
"Пановци","Ихтиман","София","2060","55405"
"Панчарево","Район Панчарево","София","1137","#N/A"
"Панчево","Кърджали","Кърджали","6657","55422"
"Папрат","Джебел","Кърджали","6851","55436"
"Папратлива","Елена","Велико Търново","5094","55442"
"Парамун","Трън","Перник","2474","55453"
"Парил","Хаджидимово","Благоевград","2926","55467"
"Партизани","Дългопол","Варна","9245","55470"
"Партизанин","Братя Даскалови","Стара Загора","6218","55484"
"Парчовци","Габрово","Габрово","5344","55498"
"Паскалевец","Павликени","Велико Търново","5224","55508"
"Паскалево","Добрич","Добрич","9370","#N/A"
"Паспал","Ардино","Кърджали","6776","55525"
"Пастра","Рила","Кюстендил","2631","55539"
"Пастух","Невестино","Кюстендил","2595","55542"
"Паталеница","Пазарджик","Пазарджик","4418","55556"
"Патица","Черноочене","Кърджали","6710","55568"
"Патреш","Павликени","Велико Търново","5225","55573"
"Патрешко","Троян","Ловеч","5631","55587"
"Патриарх Евтимово","Асеновград","Пловдив","4267","55590"
"Пауново","Ихтиман","София","2069","55600"
"Пашинци","Крумовград","Кърджали","6969","55614"
"Пашкул","Ивайловград","Хасково","6572","55628"
"Пашови","Велинград","Пазарджик","4632","55631"
"Пашово","Свиленград","Хасково","6529","55645"
"Певец","Търговище","Търговище","7771","55662"
"Певците","Карлово","Пловдив","4335","55676"
"Пейковци","Елена","Велико Търново","5095","55693"
"Пейна","Дряново","Габрово","5370","55703"
"Пейовци","Габрово","Габрово","5345","55717"
"Пейчиново","Бяла","Русе","7127","55720"
"Пелатиково","Невестино","Кюстендил","2582","55734"
"Пелин","Крумовград","Кърджали","6948","55751"
"Пелишат","Плевен","Плевен","5895","55765"
"Пенковци","Габрово","Габрово","5333","55796"
"Пенкьовци","Трън","Перник","2499","55814"
"Пеньово","Кърджали","Кърджали","6741","55823"
"Пепелина","Две могили","Русе","7158","55837"
"Пепелище","Кърджали","Кърджали","6643","55840"
"Периловец","Бойница","Видин","3841","55868"
"Перник",0,"Перник","2300","#N/A"
"Перперек","Кърджали","Кърджали","6673","55885"
"Перуника","Крумовград","Кърджали","6949","55899"
"Перущица","Перущица","Пловдив","4225","55909"
"Песнопой","Ардино","Кърджали","6798","55912"
"Песнопой","Калояново","Пловдив","4208","55926"
"Песочница","Берковица","Монтана","3519","55930"
"Пет кладенци","Бяла","Русе","7119","55988"
"Пет могили","Нова Загора","Сливен","8953","56068"
"Пет могили","Никола Козлево","Шумен","9940","56071"
"Петелово","Черноочене","Кърджали","6666","55960"
"Петко Каравелово","Полски Тръмбеш","Велико Търново","5184","65471"
"Петко Славейков","Севлиево","Габрово","5434","56037"
"Петково","Смолян","Смолян","4740","55991"
"Петково","Елин Пелин","София","2111","56006"
"Петковци","Елена","Велико Търново","5084","56011"
"Петковци","Дряново","Габрово","5370","56023"
"Петлешково","Генерал Тошево","Добрич","9521","56040"
